"Destination","FlightNumber","Code","Scheduled","Delay"
"Moscow","5G 710","SVO","2023/10/24 05:00","Departed"
"Batumi","JI 301","BUS","2023/10/24 05:00","Departed"
"Moscow","SU 1966","SVO","2023/10/24 05:45","Departed"
"Moscow","UTA 785D","VKO","2023/10/24 06:00","Departed"
"Sharm El Sheikh","AMV 2112","SSH","2023/10/24 06:20","Departed"
"Abu Dhabi","5W 7013","AUH","2023/10/24 08:50","Departed"
"Moscow","3F 326","VKO","2023/10/24 09:00","Departed"
"Beirut","ME 275","BEY","2023/10/24 09:45","Departed"
"Sochi","FV 6719","AER","2023/10/24 10:00","Departed"
"Sharjah","G9 246","SHJ","2023/10/24 11:05","Delay"
"Dubai","FZ 717","DXB","2023/10/24 11:15","Departed"
"St.Petersburg","3F 334","LED","2023/10/24 11:30","Departed"
"Larnaca","CY 414","LCA","2023/10/24 11:35","Cancelled"
"Tbilisi","3F 584","TBS","2023/10/24 11:40","Cancelled"
"Tehran","3F 692","IKA","2023/10/24 12:00","Cancelled"
"Moscow","SU 1860","SVO","2023/10/24 12:50","Departed"
"Mineralnye Vody","A4 929","MRV","2023/10/24 13:10","Departed"
"Chelyabinsk","WZ 1225","CEK","2023/10/24 13:50","Boarding"
"Larnaca","W6 4557","LCA","2023/10/24 14:00","Cancelled"
"Moscow","SU 1866","SVO","2023/10/24 14:10","Boarding"
"Yekaterinburg","SU 684","SVX","2023/10/24 14:15","Boarding"
"Moscow","WZ 4339","ZIA","2023/10/24 14:35","Ontime"
"Moscow","JI 105","SVO","2023/10/24 14:40","Ontime"
"Tehran","G6 302","IKA","2023/10/24 15:10","Ontime"
"Tehran","IRB 9724","IKA","2023/10/24 15:15","Ontime"
"Moscow","G6 404","DME","2023/10/24 15:45","Ontime"
"Paris","TO 7498","ORY","2023/10/24 15:55","Delay"
"Kishinev","3F 1867","KIV","2023/10/24 16:05","Ontime"
"St.Petersburg","UT 793","LED","2023/10/24 16:15","Ontime"
"St.Petersburg","FV 6923","LED","2023/10/24 16:40","Ontime"
"Moscow","A4 509","VKO","2023/10/24 17:35","Ontime"
"Larnaca","3F 872","LCA","2023/10/24 17:50","Ontime"
"Moscow","5G 510","VKO","2023/10/24 19:20","Ontime"
"Moscow","SU 1862","SVO","2023/10/24 19:45","Ontime"
"Paris","AF 1060","CDG","2023/10/24 21:00","Ontime"
"Paris","DL 8722","CDG","2023/10/24 21:00","Ontime"
"Paris","KL 2447","CDG","2023/10/24 21:00","Ontime"
"Doha","QR 287","DOH","2023/10/24 21:00","Ontime"
"Rome","W4 8335","FCO","2023/10/24 21:50","Ontime"
"Yekaterinburg","5G 151","SVX","2023/10/24 21:55","Ontime"
"Larnaca","W6 4549","LCA","2023/10/24 22:10","Ontime"
"Mineralnye Vody","A4 629","MRV","2023/10/24 22:30","Ontime"
"Sochi","3F 350","AER","2023/10/24 22:45","Ontime"
"Paris","3F 928","CDG","2023/10/24 22:50","Ontime"
"Ufa","A4 821","UFA","2023/10/24 23:05","Ontime"
"Moscow","SU 1868","SVO","2023/10/24 23:15","Cancelled"
"Venice","W4 5483","VCE","2023/10/24 23:15","Ontime"
"Kishinev","3F 534","KIV","2023/10/24 23:30","Ontime"
"Dubai","FZ 715","DXB","2023/10/24 23:50","Ontime"
"Tyumen","UT 875","TJM","2023/10/25 00:25","Ontime"
"Sochi","A4 429","AER","2023/10/25 00:25","Ontime"
"Moscow","3F 312","DME","2023/10/25 00:30","Ontime"
"Istanbul","JI 401","IST","2023/10/25 00:45","Ontime"
"Doha","QR 285","DOH","2023/10/25 00:50","Ontime"
"Moscow","UT 785","VKO","2023/10/25 01:25","Ontime"
"Antalya","PC 556","AYT","2023/10/25 02:00","Ontime"
"Frankfurt","DE 846","FRA","2023/10/25 02:55","Ontime"
"St.Petersburg","G6 427","LED","2023/10/25 03:00","Ontime"
"Athens","A3 898","ATH","2023/10/25 03:20","Ontime"
"Vienna","OS 641","VIE","2023/10/25 03:55","Ontime"
"Vienna","LH 6446","VIE","2023/10/25 03:55","Ontime"
"Vienna","UA 9827","VIE","2023/10/25 03:55","Ontime"
"Istanbul","PC 552","SAW","2023/10/25 04:05","Ontime"
"Warsaw","LO 729","WAW","2023/10/25 04:25","Ontime"
"Moscow","G6 406","DME","2023/10/25 04:35","Ontime"
"Moscow","5G 710","SVO","2023/10/25 05:00","Ontime"
"Riga","BT 726","RIX","2023/10/25 05:45","Ontime"
"Moscow","SU 1966","SVO","2023/10/25 05:45","Ontime"
"Abu Dhabi","5W 7013","AUH","2023/10/25 08:50","Ontime"
"Moscow","3F 326","VKO","2023/10/25 09:00","Ontime"
"Larnaca","W6 4557","LCA","2023/10/25 09:40","Ontime"
"Mineralnye Vody","FV 6933","MRV","2023/10/25 09:55","Ontime"
"Sochi","FV 6719","AER","2023/10/25 10:00","Ontime"
"Dubai","FZ 717","DXB","2023/10/25 11:15","Ontime"
"Sochi","G6 402","AER","2023/10/25 11:15","Ontime"
"Sochi","WZ 4330","AER","2023/10/23 22:35","Ontime"
"Mineralnye Vody","A4 630","MRV","2023/10/23 23:20","Ontime"
"Aktau","DV 846","SCO","2023/10/23 23:35","Ontime"
"Mineralnye Vody","WZ 4332","MRV","2023/10/23 23:40","Ontime"
"Moscow","SU 1869","SVO","2023/10/24 00:15","Ontime"
"Brussels","SN 2900","BRU","2023/10/24 00:50","Ontime"
"Moscow","3F 325","VKO","2023/10/24 01:10","Ontime"
"St.Petersburg","3F 333","LED","2023/10/24 01:10","Ontime"
"Batumi","JI 300","BUS","2023/10/24 02:00","Ontime"
"Moscow","UT 786","VKO","2023/10/24 02:45","Ontime"
"Doha","QR 286","DOH","2023/10/24 03:50","Ontime"
"Doha","IB 2412","DOH","2023/10/24 03:50","Ontime"
"Doha","LA 5291","DOH","2023/10/24 03:50","Ontime"
"Warsaw","LO 728","WAW","2023/10/24 04:20","Departed"
"Athens","A3 899","ATH","2023/10/24 04:30","Departed"
"Vienna","OS 642","VIE","2023/10/24 04:45","Departed"
"Vienna","LH 6445","VIE","2023/10/24 04:45","Departed"
"Vienna","UA 9828","VIE","2023/10/24 04:45","Departed"
"Sharm El Sheikh","SM 994","SSH","2023/10/24 05:35","Departed"
"Moscow","JI 104","SVO","2023/10/24 06:05","Departed"
"Istanbul","PC 551","SAW","2023/10/24 06:35","Departed"
"Moscow","SU 1967","SVO","2023/10/24 06:45","Departed"
"Moscow","UTA 786D","VKO","2023/10/24 07:00","Departed"
"Sharm El Sheikh","AMV 2113","SSH","2023/10/24 07:15","Departed"
"Moscow","G6 403","DME","2023/10/24 07:30","Departed"
"Tehran","3F 691","IKA","2023/10/24 07:40","Departed"
"Abu Dhabi","5W 7014","AUH","2023/10/24 09:25","Departed"
"Tbilisi","3F 583","TBS","2023/10/24 09:30","Departed"
"Paris","DL 8723","CDG","2023/10/24 09:50","Departed"
"Paris","AF 1061","CDG","2023/10/24 09:50","Departed"
"Paris","KL 2448","CDG","2023/10/24 09:50","Departed"
"Kishinev","3F 868","KIV","2023/10/24 10:00","Departed"
"Beirut","ME 276","BEY","2023/10/24 10:45","Departed"
"Sochi","FV 6720","AER","2023/10/24 10:50","Departed"
"Moscow","5G 509","VKO","2023/10/24 11:00","Departed"
"Tehran","G6 301","IKA","2023/10/24 11:30","Departed"
"Sharjah","G9 247","SHJ","2023/10/24 11:55","Departed"
"Dubai","FZ 718","DXB","2023/10/24 12:10","Departed"
"Paris","3F 927","CDG","2023/10/24 12:30","Delay"
"Larnaca","CY 415","LCA","2023/10/24 12:30","Departed"
"Larnaca","3F 871","LCA","2023/10/24 12:50","Departed"
"Moscow","SU 1861","SVO","2023/10/24 13:50","Cancelled"
"Mineralnye Vody","A4 930","MRV","2023/10/24 14:00","Cancelled"
"Yekaterinburg","5G 150","SVX","2023/10/24 14:00","Cancelled"
"Larnaca","W6 4558","LCA","2023/10/24 14:35","Departed"
"Chelyabinsk","WZ 1226","CEK","2023/10/24 14:40","Departed"
"Moscow","SU 1867","SVO","2023/10/24 15:10","Boarding"
"Yekaterinburg","SU 685","SVX","2023/10/24 15:15","Cancelled"
"Moscow","WZ 4340","ZIA","2023/10/24 15:25","Boarding"
"Tehran","IRB 9725","IKA","2023/10/24 16:15","Boarding"
"Paris","TO 7499","ORY","2023/10/24 16:50","Ontime"
"Moscow","3F 311","DME","2023/10/24 17:00","Ontime"
"St.Petersburg","G6 426","LED","2023/10/24 17:00","Ontime"
"St.Petersburg","UT 794","LED","2023/10/24 17:15","Ontime"
"St.Petersburg","FV 6924","LED","2023/10/24 17:35","Ontime"
"Kishinev","3F 533","KIV","2023/10/24 18:10","Delay"
"Moscow","A4 510","VKO","2023/10/24 18:25","Ontime"
"Sochi","3F 349","AER","2023/10/24 18:50","Ontime"
"Istanbul","JI 400","IST","2023/10/24 19:05","Ontime"
"Moscow","G6 405","DME","2023/10/24 20:20","Ontime"
"Moscow","SU 1863","SVO","2023/10/24 20:45","Ontime"
"Moscow","5G 709","SVO","2023/10/24 21:00","Ontime"
"Doha","QR 288","DOH","2023/10/24 22:00","Ontime"
"Doha","LA 5291","DOH","2023/10/24 22:00","Ontime"
"Doha","IB 2412","DOH","2023/10/24 22:00","Ontime"
"Rome","W4 8336","FCO","2023/10/24 22:25","Ontime"
"Larnaca","W6 4550","LCA","2023/10/24 22:45","Ontime"
"Mineralnye Vody","A4 630","MRV","2023/10/24 23:20","Ontime"
"Venice","W4 5484","VCE","2023/10/24 23:50","Ontime"
"Ufa","A4 822","UFA","2023/10/24 23:55","Ontime"
"Moscow","SU 1869","SVO","2023/10/25 00:15","Ontime"
"Dubai","FZ 716","DXB","2023/10/25 00:50","Ontime"
"Moscow","3F 325","VKO","2023/10/25 01:10","Ontime"
"Sochi","A4 430","AER","2023/10/25 01:15","Ontime"
"Tyumen","UT 876","TJM","2023/10/25 01:20","Cancelled"
"Moscow","UT 786","VKO","2023/10/25 02:45","Ontime"
"Antalya","PC 557","AYT","2023/10/25 02:55","Ontime"
"Frankfurt","DE 847","FRA","2023/10/25 03:45","Ontime"
"Doha","QR 286","DOH","2023/10/25 03:50","Ontime"
"Doha","IB 2412","DOH","2023/10/25 03:50","Ontime"
"Doha","LA 5291","DOH","2023/10/25 03:50","Ontime"
"Athens","A3 899","ATH","2023/10/25 04:30","Ontime"
"Vienna","OS 642","VIE","2023/10/25 04:45","Ontime"
"Vienna","LH 6445","VIE","2023/10/25 04:45","Ontime"
"Vienna","UA 9828","VIE","2023/10/25 04:45","Ontime"
"Warsaw","LO 730","WAW","2023/10/25 05:30","Ontime"
"Istanbul","3F 475","IST","2023/10/25 06:00","Ontime"
"Riga","BT 727","RIX","2023/10/25 06:40","Ontime"
"Moscow","SU 1967","SVO","2023/10/25 06:45","Ontime"
"Istanbul","PC 553","SAW","2023/10/25 07:15","Ontime"
"Moscow","G6 403","DME","2023/10/25 07:30","Ontime"
"Sochi","G6 401","AER","2023/10/25 07:45","Ontime"
"Sharm El Sheikh","3F 7641","SSH","2023/10/25 08:00","Ontime"
"Moscow","3F 321","VKO","2023/10/25 09:10","Ontime"
"Abu Dhabi","5W 7014","AUH","2023/10/25 09:25","Ontime"
"Paris","DL 8723","CDG","2023/10/25 09:50","Ontime"
"Paris","AF 1061","CDG","2023/10/25 09:50","Ontime"
"Paris","KL 2448","CDG","2023/10/25 09:50","Ontime"
"Kishinev","3F 868","KIV","2023/10/25 10:00","Ontime"
"Larnaca","W6 4558","LCA","2023/10/25 10:15","Ontime"
"Mineralnye Vody","FV 6934","MRV","2023/10/25 10:45","Ontime"
"Sochi","FV 6720","AER","2023/10/25 10:50","Ontime"
"Moscow","5G 509","VKO","2023/10/25 11:00","Ontime"
"Mineralnye Vody","3F 361","MRV","2023/10/25 11:20","Ontime"
"Paris","3F 928","CDG","2023/10/24 22:50","Departed"
"Kishinev","3F 534","KIV","2023/10/24 23:30","Departed"
"Dubai","FZ 715","DXB","2023/10/24 23:50","Departed"
"Tyumen","UT 875","TJM","2023/10/25 00:25","Departed"
"Sochi","A4 429","AER","2023/10/25 00:25","Departed"
"Moscow","3F 312","DME","2023/10/25 00:30","Departed"
"Istanbul","JI 401","IST","2023/10/25 00:45","Departed"
"Doha","QR 285","DOH","2023/10/25 00:50","Departed"
"Moscow","UT 785","VKO","2023/10/25 01:25","Departed"
"Antalya","PC 556","AYT","2023/10/25 02:00","Departed"
"Frankfurt","DE 846","FRA","2023/10/25 02:55","Departed"
"St.Petersburg","G6 427","LED","2023/10/25 03:00","Departed"
"Athens","A3 898","ATH","2023/10/25 03:20","Departed"
"Vienna","OS 641","VIE","2023/10/25 03:55","Departed"
"Vienna","LH 6446","VIE","2023/10/25 03:55","Departed"
"Vienna","UA 9827","VIE","2023/10/25 03:55","Departed"
"Istanbul","PC 552","SAW","2023/10/25 04:05","Departed"
"Warsaw","LO 729","WAW","2023/10/25 04:25","Departed"
"Moscow","G6 406","DME","2023/10/25 04:35","Departed"
"Moscow","5G 710","SVO","2023/10/25 05:00","Departed"
"Riga","BT 726","RIX","2023/10/25 05:45","Departed"
"Moscow","SU 1966","SVO","2023/10/25 05:45","Departed"
"Abu Dhabi","5W 7013","AUH","2023/10/25 08:50","Departed"
"Moscow","3F 326","VKO","2023/10/25 09:00","Departed"
"Larnaca","W6 4557","LCA","2023/10/25 09:40","Departed"
"Mineralnye Vody","FV 6933","MRV","2023/10/25 09:55","Departed"
"Sochi","FV 6719","AER","2023/10/25 10:00","Departed"
"Dubai","FZ 717","DXB","2023/10/25 11:15","Departed"
"Sochi","G6 402","AER","2023/10/25 11:15","Departed"
"Istanbul","3F 476","IST","2023/10/25 11:30","Departed"
"Sofia","W6 4423","SOF","2023/10/25 11:30","Departed"
"Moscow","WZ 4321","DME","2023/10/25 11:50","Departed"
"Rome","W4 8335","FCO","2023/10/25 12:05","Departed"
"Moscow","SU 1860","SVO","2023/10/25 12:50","Departed"
"Mineralnye Vody","A4 929","MRV","2023/10/25 13:10","Departed"
"Moscow","SU 1866","SVO","2023/10/25 14:10","Boarding"
"Sochi","JI 123","AER","2023/10/25 14:40","Departed"
"Mineralnye Vody","3F 362","MRV","2023/10/25 15:00","Boarding"
"St.Petersburg","FV 6923","LED","2023/10/25 15:05","Delay"
"Sharm El Sheikh","3F 7642","SSH","2023/10/25 15:30","Ontime"
"Moscow","G6 404","DME","2023/10/25 15:45","Boarding"
"Paris","TO 7498","ORY","2023/10/25 15:55","Ontime"
"Kishinev","3F 1867","KIV","2023/10/25 16:05","Ontime"
"Vienna","W4 2891","VIE","2023/10/25 16:20","Ontime"
"Moscow","3F 322","VKO","2023/10/25 17:10","Ontime"
"Tehran","6A 222","IKA","2023/10/25 17:30","Ontime"
"Moscow","A4 509","VKO","2023/10/25 17:35","Ontime"
"Venice","W4 5483","VCE","2023/10/25 19:25","Ontime"
"Moscow","SU 1862","SVO","2023/10/25 19:45","Ontime"
"Milan","W6 5567","MXP","2023/10/25 19:45","Ontime"
"Paris","AF 1060","CDG","2023/10/25 21:00","Ontime"
"Paris","DL 8722","CDG","2023/10/25 21:00","Ontime"
"Paris","KL 2447","CDG","2023/10/25 21:00","Ontime"
"Doha","QR 287","DOH","2023/10/25 21:05","Ontime"
"Sochi","WZ 4329","AER","2023/10/25 21:45","Ontime"
"Larnaca","W6 4549","LCA","2023/10/25 22:10","Ontime"
"Dortmund","W6 4425","DTM","2023/10/25 22:15","Ontime"
"Milan","3F 246","MXP","2023/10/25 22:20","Ontime"
"Larnaca","CY 414","LCA","2023/10/25 22:50","Ontime"
"Nizhny Novgorod","WZ 1347","GOJ","2023/10/25 23:00","Ontime"
"Moscow","SU 1868","SVO","2023/10/25 23:15","Ontime"
"Kishinev","3F 534","KIV","2023/10/25 23:30","Ontime"
"Moscow","JI 103","SVO","2023/10/26 00:05","Ontime"
"Perm","5G 777","PEE","2023/10/26 00:20","Ontime"
"Moscow","3F 312","DME","2023/10/26 00:30","Ontime"
"Doha","QR 285","DOH","2023/10/26 00:50","Ontime"
"Moscow","UT 785","VKO","2023/10/26 01:25","Ontime"
"Warsaw","LO 727","WAW","2023/10/26 03:20","Ontime"
"Frankfurt","LH 1560","FRA","2023/10/26 03:40","Ontime"
"Vienna","OS 641","VIE","2023/10/26 03:55","Ontime"
"Vienna","LH 6446","VIE","2023/10/26 03:55","Ontime"
"Vienna","UA 9827","VIE","2023/10/26 03:55","Ontime"
"Istanbul","PC 552","SAW","2023/10/26 04:05","Ontime"
"Moscow","G6 406","DME","2023/10/26 04:35","Ontime"
"Moscow","5G 710","SVO","2023/10/26 05:00","Ontime"
"Minsk","B2 733","MSQ","2023/10/26 05:05","Ontime"
"Moscow","SU 1966","SVO","2023/10/26 05:45","Ontime"
"Sharm El Sheikh","AMV 4112","SSH","2023/10/26 07:00","Ontime"
"Sharm El Sheikh","SM 993","SSH","2023/10/26 07:30","Ontime"
"Abu Dhabi","5W 7013","AUH","2023/10/26 08:50","Ontime"
"Moscow","3F 326","VKO","2023/10/26 09:00","Ontime"
"Sochi","FV 6719","AER","2023/10/26 10:00","Ontime"
"Moscow","JI 101","SVO","2023/10/26 10:30","Ontime"
"Dubai","FZ 717","DXB","2023/10/26 11:15","Ontime"
"St.Petersburg","3F 334","LED","2023/10/26 11:30","Ontime"
"Tbilisi","3F 584","TBS","2023/10/26 11:40","Ontime"
"Mineralnye Vody","A4 630","MRV","2023/10/24 23:20","Ontime"
"Venice","W4 5484","VCE","2023/10/24 23:50","Ontime"
"Ufa","A4 822","UFA","2023/10/24 23:55","Ontime"
"Moscow","SU 1869","SVO","2023/10/25 00:15","Ontime"
"Dubai","FZ 716","DXB","2023/10/25 00:50","Ontime"
"Moscow","3F 325","VKO","2023/10/25 01:10","Ontime"
"Sochi","A4 430","AER","2023/10/25 01:15","Ontime"
"Tyumen","UT 876","TJM","2023/10/25 01:20","Ontime"
"Moscow","UT 786","VKO","2023/10/25 02:45","Ontime"
"Antalya","PC 557","AYT","2023/10/25 02:55","Departed"
"Frankfurt","DE 847","FRA","2023/10/25 03:45","Departed"
"Doha","QR 286","DOH","2023/10/25 03:50","Departed"
"Doha","IB 2412","DOH","2023/10/25 03:50","Departed"
"Doha","LA 5291","DOH","2023/10/25 03:50","Departed"
"Athens","A3 899","ATH","2023/10/25 04:30","Departed"
"Vienna","OS 642","VIE","2023/10/25 04:45","Departed"
"Vienna","LH 6445","VIE","2023/10/25 04:45","Departed"
"Vienna","UA 9828","VIE","2023/10/25 04:45","Departed"
"Warsaw","LO 730","WAW","2023/10/25 05:30","Departed"
"Istanbul","3F 475","IST","2023/10/25 06:00","Departed"
"Riga","BT 727","RIX","2023/10/25 06:40","Departed"
"Moscow","SU 1967","SVO","2023/10/25 06:45","Departed"
"Istanbul","PC 553","SAW","2023/10/25 07:15","Departed"
"Moscow","G6 403","DME","2023/10/25 07:30","Departed"
"Sochi","G6 401","AER","2023/10/25 07:45","Departed"
"Sharm El Sheikh","3F 7641","SSH","2023/10/25 08:00","Departed"
"Moscow","3F 321","VKO","2023/10/25 09:10","Departed"
"Abu Dhabi","5W 7014","AUH","2023/10/25 09:25","Departed"
"Paris","AF 1061","CDG","2023/10/25 09:50","Departed"
"Paris","KL 2448","CDG","2023/10/25 09:50","Departed"
"Paris","DL 8723","CDG","2023/10/25 09:50","Departed"
"Kishinev","3F 868","KIV","2023/10/25 10:00","Departed"
"Larnaca","W6 4558","LCA","2023/10/25 10:15","Departed"
"Mineralnye Vody","FV 6934","MRV","2023/10/25 10:45","Departed"
"Sochi","FV 6720","AER","2023/10/25 10:50","Departed"
"Mineralnye Vody","3F 361","MRV","2023/10/25 11:20","Departed"
"Sochi","JI 122","AER","2023/10/25 11:25","Departed"
"Dortmund","W6 4426","DTM","2023/10/25 12:05","Departed"
"Dubai","FZ 718","DXB","2023/10/25 12:10","Departed"
"Moscow","WZ 4322","DME","2023/10/25 12:40","Departed"
"Rome","W4 8336","FCO","2023/10/25 12:40","Departed"
"Milan","3F 245","MXP","2023/10/25 12:50","Departed"
"Tehran","6A 221","IKA","2023/10/25 13:30","Departed"
"Moscow","SU 1861","SVO","2023/10/25 13:50","Departed"
"Mineralnye Vody","A4 930","MRV","2023/10/25 14:00","Boarding"
"Perm","5G 776","PEE","2023/10/25 15:00","Departed"
"Moscow","SU 1867","SVO","2023/10/25 15:10","Boarding"
"Moscow","JI 102","SVO","2023/10/25 15:40","Delay"
"St.Petersburg","FV 6924","LED","2023/10/25 16:00","Ontime"
"Paris","TO 7499","ORY","2023/10/25 16:50","Boarding"
"Vienna","W4 2892","VIE","2023/10/25 16:55","Ontime"
"Moscow","3F 311","DME","2023/10/25 17:00","Ontime"
"Kishinev","3F 533","KIV","2023/10/25 18:10","Ontime"
"Moscow","A4 510","VKO","2023/10/25 18:25","Ontime"
"Venice","W4 5484","VCE","2023/10/25 20:00","Ontime"
"Milan","W6 5568","MXP","2023/10/25 20:25","Ontime"
"Moscow","SU 1863","SVO","2023/10/25 20:45","Ontime"
"Moscow","5G 709","SVO","2023/10/25 21:00","Ontime"
"Doha","QR 288","DOH","2023/10/25 22:05","Ontime"
"Doha","IB 2412","DOH","2023/10/25 22:05","Ontime"
"Doha","LA 5291","DOH","2023/10/25 22:05","Ontime"
"Sochi","WZ 4330","AER","2023/10/25 22:35","Ontime"
"Larnaca","W6 4550","LCA","2023/10/25 22:45","Ontime"
"Sofia","W6 4424","SOF","2023/10/25 22:50","Ontime"
"Nizhny Novgorod","WZ 1348","GOJ","2023/10/25 23:50","Ontime"
"Larnaca","CY 415","LCA","2023/10/25 23:50","Ontime"
"Moscow","SU 1869","SVO","2023/10/26 00:15","Ontime"
"Moscow","3F 325","VKO","2023/10/26 01:10","Ontime"
"St.Petersburg","3F 333","LED","2023/10/26 01:10","Ontime"
"Moscow","JI 100","SVO","2023/10/26 02:05","Ontime"
"Moscow","UT 786","VKO","2023/10/26 02:45","Ontime"
"Doha","QR 286","DOH","2023/10/26 03:50","Ontime"
"Doha","IB 2412","DOH","2023/10/26 03:50","Ontime"
"Doha","LA 5291","DOH","2023/10/26 03:50","Ontime"
"Warsaw","LO 728","WAW","2023/10/26 04:20","Ontime"
"Frankfurt","LH 1561","FRA","2023/10/26 04:35","Ontime"
"Vienna","OS 642","VIE","2023/10/26 04:45","Ontime"
"Vienna","LH 6445","VIE","2023/10/26 04:45","Ontime"
"Vienna","UA 9828","VIE","2023/10/26 04:45","Ontime"
"Minsk","B2 734","MSQ","2023/10/26 05:55","Ontime"
"Istanbul","PC 553","SAW","2023/10/26 06:35","Ontime"
"Moscow","SU 1967","SVO","2023/10/26 06:45","Ontime"
"Moscow","G6 403","DME","2023/10/26 07:30","Ontime"
"Sharm El Sheikh","AMV 4113","SSH","2023/10/26 07:50","Ontime"
"Sharm El Sheikh","SM 994","SSH","2023/10/26 08:25","Ontime"
"Moscow","3F 321","VKO","2023/10/26 09:10","Ontime"
"Abu Dhabi","5W 7014","AUH","2023/10/26 09:25","Ontime"
"Tbilisi","3F 583","TBS","2023/10/26 09:30","Ontime"
"Paris","DL 8723","CDG","2023/10/26 09:50","Ontime"
"Paris","AF 1061","CDG","2023/10/26 09:50","Ontime"
"Paris","KL 2448","CDG","2023/10/26 09:50","Ontime"
"Kishinev","3F 868","KIV","2023/10/26 10:00","Ontime"
"Sochi","FV 6720","AER","2023/10/26 10:50","Ontime"
"Moscow","5G 509","VKO","2023/10/26 11:00","Ontime"
"Sochi","JI 122","AER","2023/10/26 11:30","Ontime"
"Mineralnye Vody","A4 929","MRV","2023/10/25 13:10","Departed"
"Moscow","SU 1866","SVO","2023/10/25 14:10","Departed"
"Sochi","JI 123","AER","2023/10/25 14:40","Departed"
"Mineralnye Vody","3F 362","MRV","2023/10/25 15:00","Departed"
"St.Petersburg","FV 6923","LED","2023/10/25 15:05","Departed"
"Sharm El Sheikh","3F 7642","SSH","2023/10/25 15:30","Departed"
"Moscow","G6 404","DME","2023/10/25 15:45","Departed"
"Paris","TO 7498","ORY","2023/10/25 15:55","Departed"
"Kishinev","3F 1867","KIV","2023/10/25 16:05","Departed"
"Vienna","W4 2891","VIE","2023/10/25 16:20","Departed"
"Moscow","3F 322","VKO","2023/10/25 17:10","Departed"
"Tehran","6A 222","IKA","2023/10/25 17:30","Departed"
"Moscow","A4 509","VKO","2023/10/25 17:35","Departed"
"Venice","W4 5483","VCE","2023/10/25 19:25","Departed"
"Moscow","SU 1862","SVO","2023/10/25 19:45","Departed"
"Milan","W6 5567","MXP","2023/10/25 19:45","Departed"
"Samara","FV 6949","KUF","2023/10/25 19:55","Departed"
"Paris","AF 1060","CDG","2023/10/25 21:00","Departed"
"Paris","DL 8722","CDG","2023/10/25 21:00","Departed"
"Paris","KL 2447","CDG","2023/10/25 21:00","Departed"
"Doha","QR 287","DOH","2023/10/25 21:05","Departed"
"Sochi","WZ 4329","AER","2023/10/25 21:45","Departed"
"Larnaca","W6 4549","LCA","2023/10/25 22:10","Departed"
"Dortmund","W6 4425","DTM","2023/10/25 22:15","Boarding"
"Milan","3F 246","MXP","2023/10/25 22:20","Departed"
"Larnaca","CY 414","LCA","2023/10/25 22:50","Departed"
"Nizhny Novgorod","WZ 1347","GOJ","2023/10/25 23:00","Boarding"
"Moscow","SU 1868","SVO","2023/10/25 23:15","Boarding"
"Kishinev","3F 534","KIV","2023/10/25 23:30","Ontime"
"Moscow","JI 103","SVO","2023/10/26 00:05","Ontime"
"Perm","5G 777","PEE","2023/10/26 00:20","Ontime"
"Moscow","3F 312","DME","2023/10/26 00:30","Ontime"
"Doha","QR 285","DOH","2023/10/26 00:50","Ontime"
"Moscow","UT 785","VKO","2023/10/26 01:25","Ontime"
"Warsaw","LO 727","WAW","2023/10/26 03:20","Ontime"
"Frankfurt","LH 1560","FRA","2023/10/26 03:40","Ontime"
"Vienna","OS 641","VIE","2023/10/26 03:55","Ontime"
"Vienna","LH 6446","VIE","2023/10/26 03:55","Ontime"
"Vienna","UA 9827","VIE","2023/10/26 03:55","Ontime"
"Istanbul","PC 552","SAW","2023/10/26 04:05","Ontime"
"Moscow","5G 710","SVO","2023/10/26 05:00","Ontime"
"Minsk","B2 733","MSQ","2023/10/26 05:05","Ontime"
"Moscow","SU 1966","SVO","2023/10/26 05:45","Ontime"
